"cid","nH","z","dG0","estimated"
"680","13","-1","-666.012050878994","1"
"680","16","2","-738.392006678318","1"
"680","15","1","-711.473829664313","1"
"680","14","0","-684.555652650308","1"
"680","12","-2","-647.46844910768","1"
"682","5","-1","-435.52991345786","1"
"682","6","0","-462.448090471865","1"
"683","39","-1","-504.93774050116","1"
"683","40","0","-531.855917515165","1"
"684","7","-1","-771.338793812246","1"
"684","8","0","-798.256970826251","1"
"689","21","-2","-2416.21453213622","1"
"689","22","-1","-2452.58999188788","1"
"691","10","0","-1054.42695909286","1"
"696","31","-1","-638.883994149891","1"
"696","32","0","-665.802171163896","1"
"697","0","0","18.7","0"
"700","12","-3","-2831.78","0"
"700","10","-5","-2739.37","0"
"700","11","-4","-2788.4","0"
"705","13","-2","-2233.42246568226","1"
"705","12","-3","-2197.0470059306","1"
"711","5","-1","-866.474525739501","1"
"711","6","0","-893.392702753506","1"
"711","4","-2","-839.556348725496","1"
"712","34","0","-194.939434681774","1"
"712","33","-1","-168.021257667769","1"
"713","32","0","-2235.70553476613","1"
"715","5","0","64.0086855933652","1"
"716","8","1","-552.129381137356","1"
"716","7","0","-525.211204123351","1"
"716","6","-1","-506.667602352037","1"
"727","8","0","-267.043179058801","1"
"734","35","0","-1742.63749269402","1"
"734","37","2","-1779.72469623665","1"
"734","38","3","-1798.26829800796","1"
"734","36","1","-1761.18109446534","1"
"736","5","-2","-272.456398228679","1"
"736","8","1","-365.738177014012","1"
"736","7","0","-338.820000000007","1"
"736","6","-1","-290.999999999993","1"
"737","12","0","-914.231457733719","1"
"738","12","0","-914.231457733719","1"
"739","13","-1","-321.41014904806","1"
"739","16","2","-385.415529604693","1"
"739","14","0","-339.953750819374","1"
"739","15","1","-358.497352590688","1"
"740","8","1","-552.129381137356","1"
"740","7","0","-525.211204123351","1"
"740","6","-1","-506.667602352037","1"
"741","6","0","-248.079602396884","1"
"744","75","0","-1601.70139136998","1"
"745","14","0","61.838493987141","1"
"747","5","0","196.472464143613","1"
"750","26","0","-50.980196303352","1"
"750","27","1","-69.5237980746659","1"
"750","28","2","-88.0673998459799","1"
"751","50","0","631.230692322989","1"
"755","8","0","-316.211350784196","1"
"756","18","0","-147.437256933968","1"
"761","22","0","-927.039554471498","1"
"763","8","-1","-608.48320910414","1"
"763","9","0","-635.401386118145","1"
"764","12","0","-944.764053882959","1"
"766","12","0","146.673245728614","1"
"767","10","0","-1352.0351130308","1"
"767","9","-1","-1325.1169360168","1"
"767","8","-2","-1298.19875900279","1"
"768","8","-1","-241.617577687618","1"
"768","9","0","-260.161179458932","1"
"768","10","1","-287.079356472937","1"
"770","11","-1","-1122.69888022672","1"
"770","12","0","-1149.61705724073","1"
"771","32","0","-2235.70553476613","1"
"772","10","0","-635.931931486751","1"
"774","14","0","-593.919434455882","1"
"777","27","-1","-203.409878776062","1"
"777","28","0","-230.328055790067","1"
"779","10","0","-517.362534851156","1"
"780","13","1","-9.69459867885539","1"
"780","12","0","8.84900309245858","1"
"785","5","-1","-163.203610225656","1"
"785","6","0","-190.121787239661","1"
"786","14","0","-410.333819497726","1"
"788","13","0","-455.866493639776","1"
"791","7","0","-23.14","0"
"792","13","-1","-373.909647943005","1"
"792","16","2","-437.915028499638","1"
"792","14","0","-392.453249714319","1"
"792","15","1","-410.996851485633","1"
"793","5","-2","-272.456398228679","1"
"793","8","1","-365.738177014012","1"
"793","7","0","-338.820000000007","1"
"793","6","-1","-290.999999999993","1"
"794","14","0","-948.31","0"
"795","12","0","-944.764053882959","1"
"797","8","1","-43.4277232411269","1"
"797","7","0","-24.8841214698129","1"
"798","35","0","-331.528806110022","1"
"800","11","-1","-1122.69888022672","1"
"800","12","0","-1149.61705724073","1"
"803","10","0","-370.756752003984","1"
"803","9","-1","-343.838574989978","1"
"805","5","-1","-393.503504483022","1"
"805","6","0","-420.421681497027","1"
"806","13","1","-157.906341578028","1"
"806","11","-1","-112.444562792709","1"
"806","12","0","-130.988164564023","1"
"810","8","0","-291.355699817614","1"
"811","7","-1","-294.324797853927","1"
"811","8","0","-321.242974867932","1"
"813","4","0","-163.509278475203","1"
"815","7","-1","-871.561109374484","1"
"815","8","0","-898.479286388489","1"
"815","6","-2","-844.642932360479","1"
"817","11","-1","-1122.69888022672","1"
"817","12","0","-1149.61705724073","1"
"818","10","0","-1352.0351130308","1"
"818","9","-1","-1325.1169360168","1"
"818","8","-2","-1298.19875900279","1"
"819","10","0","-518.544370440929","1"
"819","11","1","-545.462547454934","1"
"819","9","-1","-500.000768669615","1"
"820","8","-1","-501.500842812983","1"
"820","9","0","-520.044444584297","1"
"820","10","1","-546.962621598302","1"
"822","8","-1","-177.932690656722","1"
"822","9","0","-196.476292428036","1"
"822","10","1","-223.394469442041","1"
"823","34","0","-91.7000855207943","1"
"825","42","5","-1786.17218396577","1"
"825","41","4","-1767.62858219446","1"
"825","38","1","-1711.99777688052","1"
"825","40","3","-1749.08498042314","1"
"825","37","0","-1693.4541751092","1"
"825","39","2","-1730.54137865183","1"
"826","14","1","-1031.65585123819","1"
"826","12","-1","-977.819497210176","1"
"826","13","0","-1004.73767422418","1"
"826","11","-2","-959.275895438862","1"
"827","40","0","-336.405008151737","1"
"828","24","0","584.138183611108","1"
"829","8","0","325.645479038522","1"
"830","2","0","-857.083751759422","1"
"830","1","-1","-830.165574745417","1"
"830","0","-2","-803.247397731412","1"
"832","47","2","-2221.74584835412","1"
"832","50","5","-2277.37665366807","1"
"832","46","1","-2203.20224658281","1"
"832","45","0","-2184.6586448115","1"
"832","48","3","-2240.28945012544","1"
"832","49","4","-2258.83305189675","1"
"835","11","0","-265.458930154444","1"
"836","40","1","-247.004515835172","1"
"836","39","0","-228.460914063858","1"
"837","18","0","-1104.42748292691","1"
"837","19","1","-1122.97108469822","1"
"837","20","2","-1141.51468646954","1"
"843","18","0","-271.964485104414","1"
"846","7","-1","-809.264135465477","1"
"846","8","0","-836.182312479482","1"
"846","6","-2","-782.345958451472","1"
"847","8","-1","-621.459731227723","1"
"847","9","0","-648.377908241728","1"
"849","8","0","-337.65","0"
"852","18","0","-1702.50305597403","1"
"852","17","-1","-1675.58487896003","1"
"854","12","0","-600.501616831317","1"
"855","11","0","-502.919999999896","1"
"855","10","-1","-484.376398228582","1"
"855","12","1","-529.838177013901","1"
"860","11","0","-66.1176989115483","1"
"860","12","1","-84.6613006828623","1"
"861","12","0","-748.197723207319","1"
"869","34","0","-394.433318747042","1"
"869","33","-1","-367.515141733037","1"
"872","3","-2","-682.167481128106","1"
"872","6","1","-754.547436927431","1"
"872","4","-1","-700.71108289942","1"
"872","5","0","-727.629259913426","1"
"877","40","0","-86.6678802390918","1"
"878","10","0","-999.058635957178","1"
"878","9","-1","-972.140458943173","1"
"879","10","0","-1352.0351130308","1"
"879","9","-1","-1325.1169360168","1"
"879","8","-2","-1298.19875900279","1"
"880","11","-1","-1122.69888022672","1"
"880","12","0","-1149.61705724073","1"
"881","13","0","-489.877573088067","1"
"883","32","0","-2235.70553476613","1"
"885","10","0","-998.531292763276","1"
"885","9","-1","-971.613115749271","1"
"885","8","-2","-944.694938735266","1"
"887","0","0","104.2","0"
"888","44","0","-164.945147588247","1"
"894","38","0","-82.6108034124194","1"
"897","22","0","-1574.96849624992","1"
"898","5","-1","-1024.0000934497","1"
"898","6","0","-1050.9182704637","1"
"898","4","-2","-997.081916435693","1"
"899","30","0","-27.9099999999924","1"
"900","7","-1","-627.667343051272","1"
"900","8","0","-654.585520065277","1"
"902","10","0","-478.039075866803","1"
"902","9","-1","-451.120898852798","1"
"903","8","0","135.209686896786","1"
"904","42","0","-692.667681972752","1"
"904","41","-1","-665.749504958747","1"
"905","10","0","-1118.99703227389","1"
"905","9","-1","-1092.07885525988","1"
"906","8","0","-288.46479817148","1"
"908","40","1","-1337.07164302318","1"
"908","41","2","-1355.6152447945","1"
"908","42","3","-1374.15884656581","1"
"908","39","0","-1318.52804125187","1"
"908","43","4","-1392.70244833713","1"
"909","29","-1","34.0106951107518","1"
"909","30","0","7.09251809674664","1"
"913","8","1","324.632776444882","1"
"913","7","0","349.280603615073","1"
"915","22","0","705.5324398478","1"
"920","50","-1","-35.85","0"
"921","13","-1","-243.179300868026","1"
"921","14","0","-270.097477882032","1"
"922","7","-1","-623.703896602438","1"
"922","8","0","-650.622073616443","1"
"922","6","-2","-596.785719588432","1"
"928","5","-1","-110.754112193096","1"
"928","6","0","-158.574112193109","1"
"931","13","-1","-678.677287522076","1"
"931","15","1","-732.513641550087","1"
"931","14","0","-705.595464536081","1"
"931","12","-2","-660.133685750762","1"
"936","12","0","-914.231457733719","1"
"937","6","0","-290.528684977208","1"
"939","14","0","-103.418774026709","1"
"939","15","1","-128.066601196899","1"
"940","7","0","-647.998862286926","1"
"940","6","-1","-621.080685272921","1"
"944","10","0","-1132.09582676411","1"
"944","9","-1","-1105.17764975011","1"
"946","13","-1","-1065.10486644073","1"
"946","14","0","-1101.48032619238","1"
"946","12","-2","-1040.45703927054","1"
"950","8","-2","-177.659750636838","1"
"950","9","-1","-225.479750636852","1"
"950","10","0","-273.299750636865","1"
"954","8","-1","-126.242155533195","1"
"954","9","0","-153.1603325472","1"
"955","11","0","49.257723242875","1"
"956","11","0","-706.727820633485","1"
"956","12","1","-733.64599764749","1"
"956","10","-1","-679.80964361948","1"
"956","9","-2","-661.266041848166","1"
"957","2","-2","-393.536314831985","1"
"957","3","-1","-441.356314831998","1"
"957","4","0","-468.274491846004","1"
"959","31","-1","-419.505245921317","1"
"959","32","0","-446.423422935322","1"
"962","12","0","-914.231457733719","1"
"964","16","0","-319.183788963803","1"
"966","10","0","-647.61837363863","1"
"966","9","-1","-620.700196624625","1"
"969","6","0","-288.728298089616","1"
"971","7","0","-183.517850036417","1"
"974","12","0","-615.935594636158","1"
"975","2","-2","-922.170374086934","1"
"975","3","-1","-949.08855110094","1"
"975","4","0","-976.006728114945","1"
"977","14","1","37.2442550411753","1"
"977","13","0","55.7878568124893","1"
"979","8","-1","-655.077466857969","1"
"979","9","0","-673.621068629283","1"
"979","10","1","-700.539245643288","1"
"984","12","0","-914.231457733719","1"
"986","10","0","-9.2861418417342","1"
"986","11","1","-27.8297436130482","1"
"986","12","2","-46.3733453843622","1"
"988","2","-3","-1361.71123097882","1"
"988","4","-1","-1425.00486774448","1"
"988","3","-2","-1388.62940799283","1"
"989","7","-1","-506.530902239229","1"
"989","8","0","-533.449079253235","1"
"990","13","1","-185.518923954663","1"
"990","12","0","-166.975322183349","1"
"994","13","-1","-1406.24227484565","1"
"994","14","0","-1433.16045185966","1"
"994","12","-2","-1379.32409783165","1"
"1002","12","-1","-1791.85295337167","1"
"1002","11","-2","-1755.47749362002","1"
"1004","7","-1","-178.184707398392","1"
"1004","8","0","-205.102884412397","1"
"1005","7","-1","-1397.51","0"
"1005","6","-2","-1360.75","0"
"1007","22","0","-593.644686063504","1"
"1010","3","-1","-572.964693987467","1"
"1010","4","0","-599.882871001472","1"
"1011","42","0","-692.667681972752","1"
"1011","41","-1","-665.749504958747","1"
"1012","10","0","-452.021673265002","1"
"1013","5","-1","-518.4","0"
"1014","12","0","-254.9092730931","1"
"1015","8","-1","-756.797846945554","1"
"1015","9","0","-783.716023959559","1"
"1017","13","1","-362.67107575248","1"
"1017","11","-1","-317.209296967161","1"
"1017","12","0","-335.752898738475","1"
"1018","12","0","-758.506276911115","1"
"1019","12","0","-758.506276911115","1"
"1020","4","-1","-381.589736554715","1"
"1020","5","0","-408.50791356872","1"
"1023","41","0","-2155.06361036163","1"
"1023","43","2","-2192.15081390426","1"
"1023","42","1","-2173.60721213295","1"
"1024","41","-5","-2916.30870515533","1"
"1024","40","-6","-2889.39052814132","1"
"1024","43","-3","-2970.14505918334","1"
"1024","46","0","-3050.89959022535","1"
"1024","38","-8","-2835.55417411331","1"
"1024","45","-1","-3023.98141321135","1"
"1024","39","-7","-2862.47235112732","1"
"1024","42","-4","-2943.22688216933","1"
"1024","44","-2","-2997.06323619734","1"
"1026","8","-1","-233.64519701647","1"
"1026","9","0","-260.563374030475","1"
"1028","13","-1","-530.998202796169","1"
"1028","14","0","-549.541804567483","1"
"1028","15","1","-576.459981581488","1"
"1033","44","0","-166.745534475839","1"
"1035","11","0","-406.250842454805","1"
"1035","10","-1","-387.707240683491","1"
"1035","12","1","-433.16901946881","1"
"1036","7","-1","-824.334899125848","1"
"1036","8","0","-851.253076139853","1"
"1036","6","-2","-797.416722111843","1"
"1037","21","1","-339.396300198341","1"
"1037","22","2","-366.314477212346","1"
"1037","19","-1","-302.309096655713","1"
"1037","20","0","-320.852698427027","1"
"1040","10","0","-890.465006471167","1"
"1043","7","-1","-396.637837009946","1"
"1043","8","0","-423.556014023951","1"
"1046","11","0","-768.965268801681","1"
"1046","10","-1","-742.047091787676","1"
"1046","9","-2","-715.128914773671","1"
"1048","18","-1","-854.569277369253","1"
"1048","17","-2","-818.193817617599","1"
"1053","10","0","-641.62459925917","1"
"1053","9","-1","-614.706422245164","1"
"1054","50","0","462.195466578074","1"
"1056","14","0","-142.926240187312","1"
"1059","5","0","-213.057004205292","1"
"1061","7","-1","-824.334899125848","1"
"1061","8","0","-851.253076139853","1"
"1061","6","-2","-797.416722111843","1"
"1062","10","0","-1106.34095982","1"
"1062","9","-1","-1079.42278280599","1"
"1063","45","-1","-482.235914333627","1"
"1063","46","0","-509.154091347632","1"
"1066","8","0","-173.520560781676","1"
"1068","12","-1","-1674.26207580506","1"
"1068","11","-2","-1637.8866160534","1"
"1077","11","0","-666.653922202636","1"
"1077","10","-1","-648.110320431322","1"
"1077","12","1","-693.572099216641","1"
"1083","22","0","-1582.76","0"
"1087","7","-1","-859.507379312854","1"
"1087","8","0","-886.425556326859","1"
"1087","6","-2","-832.589202298849","1"
"1088","10","0","-893.312526849435","1"
"1088","9","-1","-866.39434983543","1"
"1088","8","-2","-839.476172821425","1"
"1089","7","-1","-508.331289126822","1"
"1089","8","0","-535.249466140827","1"
"1092","16","-1","-423.389013259018","1"
"1092","17","0","-441.932615030332","1"
"1092","18","1","-468.850792044337","1"
"1093","20","0","-1570.17619251773","1"
"1094","12","-1","-1794.20047212177","1"
"1094","11","-2","-1757.82501237011","1"
"1095","9","-3","-2451.86832176234","1"
"1095","10","-2","-2488.243781514","1"
"1096","13","-2","-1790.86","0"
"1096","14","-1","-1827.51","0"
"1097","12","-1","-1794.20047212177","1"
"1097","11","-2","-1757.82501237011","1"
"1099","12","-1","-1625.81921884527","1"
"1099","11","-2","-1589.44375909362","1"
"1100","10","-2","-907.363734797847","1"
"1100","11","-1","-925.907336569161","1"
"1100","12","0","-962.282796320815","1"
"1101","10","-1","-1630.98597838433","1"
"1101","9","-2","-1594.61051863267","1"
"1102","8","-2","-1359.490093583","1"
"1102","7","-3","-1340.94649181169","1"
"1102","9","-1","-1386.40827059701","1"
"1102","10","0","-1422.78373034866","1"
"1103","10","-3","-1895.90147286181","1"
"1103","12","-1","-1959.19510962747","1"
"1103","11","-2","-1922.81964987582","1"
"1107","10","-3","-1503.42194304406","1"
"1107","12","-1","-1566.71557980972","1"
"1107","11","-2","-1530.34012005807","1"
"1108","6","0","-429.735506308052","1"
"1109","10","0","-422.275409586276","1"
"1109","11","1","-449.193586600281","1"
"1109","9","-1","-403.731807814962","1"
"1110","8","-1","-449.457212078013","1"
"1110","9","0","-468.000813849327","1"
"1110","10","1","-494.918990863332","1"
"1111","7","0","-676.950599094409","1"
"1111","6","-1","-650.032422080404","1"
"1112","10","-1","-1636.53","0"
"1112","9","-2","-1598.34","0"
"1113","12","-1","-1793.57","0"
"1113","11","-2","-1756.81","0"
"1114","8","0","-739.906585187617","1"
"1115","10","0","-890.465006471167","1"
"1118","14","1","-1037.78104297603","1"
"1118","12","-1","-983.944688948017","1"
"1118","13","0","-1010.86286596202","1"
"1118","11","-2","-965.401087176703","1"
"1120","39","-1","-1088.25055172147","1"
"1120","40","0","-1124.62601147312","1"
"1120","38","-2","-1069.70694995016","1"
"1121","19","0","-1982.76072235584","1"
"1121","20","1","-2019.13618210749","1"
"1121","18","-1","-1964.21712058452","1"
"1121","17","-2","-1945.67351881321","1"
"1123","16","0","-319.183788963803","1"
"1125","8","0","-164.373826319475","1"
"1126","26","0","136.165541576621","1"
"1127","4","-2","-971.78","0"
"1131","12","-1","-1625.81921884527","1"
"1131","11","-2","-1589.44375909362","1"
"1138","39","-1","-2965.58337621906","1"
"1138","40","0","-2984.12697799037","1"
"1138","41","1","-3020.50243774202","1"
"1138","38","-2","-2947.03977444774","1"
"1142","13","-1","-321.41014904806","1"
"1142","16","2","-385.415529604693","1"
"1142","14","0","-339.953750819374","1"
"1142","15","1","-358.497352590688","1"
"1143","10","-4","-2369.3453400003","1"
"1143","12","-2","-2432.63897676596","1"
"1143","11","-3","-2396.2635170143","1"
"1144","42","0","-329.43786172509","1"
