"cid","nH","z","dG0","estimated"
"17019","15","0","443.832559871972","1"
"17020","16","0","431.918791943665","1"
"17021","16","0","227.154057769213","1"
"17039","12","0","-65.9293504833123","1"
"17040","16","0","-360.884544238182","1"
"17045","12","0","-65.9293504833123","1"
"17055","26","0","-1184.40727872487","1"
"17062","14","0","-233.011442989129","1"
"17064","32","0","-822.909594924583","1"
"17073","18","0","-440.818586428642","1"
"17076","26","0","-315.019580590809","1"
"17076","25","-1","-288.101403576804","1"
"17094","24","0","-115.500819489427","1"
"17097","18","0","41.2546976551652","1"
"17125","18","0","-271.964485104414","1"
"17144","18","0","-149.237643821561","1"
"17145","16","0","-105.961546400831","1"
"17146","14","1","-230.750963678735","1"
"17146","13","0","-212.207361907421","1"
"17147","18","0","-1702.50305597403","1"
"17147","17","-1","-1675.58487896003","1"
"17203","12","0","4.02568351880241","1"
"17206","4","0","-349.670952224601","1"
"17207","12","0","-914.231457733719","1"
"17209","10","0","-906.112321251445","1"
"17210","10","-2","-978.076909059629","1"
"17210","11","-1","-1004.99508607363","1"
"17210","12","0","-1031.91326308764","1"
"17211","10","0","-625.407345419246","1"
"17211","9","-1","-598.489168405241","1"
"17212","10","-2","-967.823565885591","1"
"17212","11","-1","-994.741742899596","1"
"17212","12","0","-1021.6599199136","1"
"17213","14","1","-522.871030587254","1"
"17213","12","-1","-477.409251801935","1"
"17213","13","0","-495.952853573249","1"
"17214","13","-1","-998.027939646987","1"
"17214","14","0","-1024.94611666099","1"
"17214","12","-2","-971.109762632982","1"
"17215","13","-1","-987.774596472949","1"
"17215","14","0","-1014.69277348695","1"
"17215","12","-2","-960.856419458944","1"
"17216","11","-1","-591.522021978594","1"
"17216","12","0","-618.440198992599","1"
"17217","16","1","-515.903884160608","1"
"17217","15","0","-488.985707146602","1"
"17217","14","-1","-470.442105375288","1"
"17218","15","-1","-991.06079322034","1"
"17218","16","0","-1017.97897023435","1"
"17218","14","-2","-964.142616206335","1"
"17219","15","-1","-980.807450046303","1"
"17219","16","0","-1007.72562706031","1"
"17219","14","-2","-953.889273032298","1"
"17220","13","-1","-584.554875551947","1"
"17220","14","0","-611.473052565953","1"
"17221","16","-1","-463.474958948642","1"
"17221","17","0","-482.018560719956","1"
"17221","18","1","-508.936737733961","1"
"17222","18","0","-1011.0118238077","1"
"17222","17","-1","-984.093646793693","1"
"17222","16","-2","-957.175469779688","1"
"17223","18","0","-1000.75848063366","1"
"17223","17","-1","-973.840303619656","1"
"17223","16","-2","-946.922126605651","1"
"17224","15","-1","-577.587729125301","1"
"17224","16","0","-604.505906139306","1"
"17225","19","0","-475.051414293309","1"
"17225","18","-1","-456.507812521995","1"
"17225","20","1","-501.969591307314","1"
"17226","18","-2","-950.208323353041","1"
"17226","19","-1","-977.126500367047","1"
"17226","20","0","-1004.04467738105","1"
"17227","18","-2","-939.954980179004","1"
"17227","19","-1","-966.873157193009","1"
"17227","20","0","-993.791334207014","1"
"17228","18","0","-597.538759712659","1"
"17228","17","-1","-570.620582698654","1"
"17229","22","1","-495.002444880667","1"
"17229","20","-1","-449.540666095348","1"
"17229","21","0","-468.084267866662","1"
"17230","21","-1","-970.1593539404","1"
"17230","22","0","-997.077530954405","1"
"17230","20","-2","-943.241176926395","1"
"17231","21","-1","-959.906010766362","1"
"17231","22","0","-986.824187780368","1"
"17231","20","-2","-932.987833752357","1"
"17232","19","-1","-563.653436272007","1"
"17232","20","0","-590.571613286012","1"
"17233","24","1","-488.035298454021","1"
"17233","23","0","-461.117121440015","1"
"17233","22","-1","-442.573519668701","1"
"17234","8","1","-309.359075825825","1"
"17234","7","0","-282.44089881182","1"
"17234","6","-1","-263.897297040506","1"
"17235","14","1","-206.468663500109","1"
"17235","12","-1","-161.00688471479","1"
"17235","13","0","-179.550486486104","1"
"17268","8","0","-72.0783584355347","1"
"17276","30","0","-27.9099999999924","1"
"17366","11","0","-972.19978689634","1"
"17366","10","-1","-945.281609882335","1"
"17366","9","-2","-918.36343286833","1"
"17384","18","0","-7.75588799338932","1"
"17391","24","0","-1071.07085801393","1"
"17393","36","0","-1723.56031258497","1"
"17409","52","0","-6781.25968841313","1"
"17412","16","0","-110.422901129527","1"
"17413","18","0","-258.832765635459","1"
"17414","22","0","-246.698859669759","1"
"17415","22","0","-159.653735180832","1"
"17432","81","-3","-779.210628110466","1"
"17432","82","-2","-815.586087862119","1"
"17433","48","0","112.795120288337","1"
"17434","49","-3","-1231.66392134215","1"
"17434","50","-2","-1268.0393810938","1"
"17435","41","-3","-1344.77724465007","1"
"17435","42","-2","-1381.15270440173","1"
"17436","57","-3","-1118.55059803423","1"
"17436","58","-2","-1154.92605778588","1"
"17437","65","-3","-1005.43727472631","1"
"17437","66","-2","-1041.81273447796","1"
"17438","73","-3","-892.323951418387","1"
"17438","74","-2","-928.69941117004","1"
"17439","36","-2","-1574.34400577193","1"
"17439","35","-3","-1537.96854602027","1"
"17440","37","-3","-1618.04652408255","1"
"17440","38","-2","-1654.42198383421","1"
"17444","32","0","-676.544512988972","1"
"17445","32","0","-717.598576874309","1"
"17446","30","0","-428.687624042458","1"
"17449","22","0","-1325.71218650421","1"
"17450","34","0","-1495.02003865976","1"
"17451","34","0","-1495.02003865976","1"
"17452","32","0","-1451.74394123903","1"
"17458","24","0","-2674.33992693754","1"
"17465","39","-1","-2493.72187445085","1"
"17465","40","0","-2520.64005146485","1"
"17466","39","-1","-2493.72187445085","1"
"17466","40","0","-2520.64005146485","1"
"17467","8","0","-218.003625706952","1"
"17475","16","0","-728.528404086076","1"
"17491","22","0","-83.9209836122335","1"
"17493","24","0","-53.7989687119151","1"
"17494","22","0","-113.781157648994","1"
"17495","30","0","-404.892469068332","1"
"17496","34","0","-390.958176215038","1"
"17497","14","0","-303.104072771309","1"
"17500","5","0","14.4765104754595","1"
"17513","54","0","-2058.25248661847","1"
"17516","124","0","-3574.28594024001","1"
"17517","18","0","-499.042726883583","1"
"17518","18","0","-474.534894943322","1"
"17527","16","0","-913.729195810091","1"
"17528","36","0","-2021.83505963916","1"
"17530","6","0","-344.617146426428","1"
"17531","22","0","-1537.88746365985","1"
"17535","28","0","422.994120084982","1"
"17551","22","0","-47.7836788696051","1"
"17552","24","0","9.50345842741254","1"
"17554","21","-1","-421.081145393481","1"
"17554","22","0","-447.999322407486","1"
"17556","90","-1","163.450632402038","1"
"17556","89","-2","199.826092153691","1"
"17558","90","0","1041.07212803999","1"
"17559","23","-1","-363.794008096463","1"
"17559","24","0","-390.712185110468","1"
"17560","22","0","267.74181181204","1"
"17561","24","0","289.101683612299","1"
"17562","24","0","147.769228163307","1"
"17564","28","0","-1334.71296856491","1"
"17565","38","0","-1995.45000708112","1"
"17566","70","0","-251.948305899203","1"
"17568","58","0","657.509658692009","1"
"17569","74","0","883.736305307851","1"
"17570","80","0","701.937177360641","1"
"17571","40","1","-2280.06252115536","1"
"17571","41","2","-2298.60612292668","1"
"17571","39","0","-2261.51891938405","1"
"17572","16","-1","-2188.74628483672","1"
"17572","15","-2","-2170.2026830654","1"
"17572","17","0","-2225.12174458837","1"
"17573","40","1","-2398.13637638514","1"
"17573","39","0","-2379.59277461383","1"
"17574","16","2","-1050.44998153294","1"
"17574","14","0","-1013.36277799031","1"
"17574","15","1","-1031.90637976163","1"
"17575","18","0","-1107.15423098803","1"
"17576","11","0","-890.070945068823","1"
"17576","12","1","-908.614546840136","1"
"17577","10","0","-1054.42695909286","1"
"17578","14","1","-1196.26239378566","1"
"17578","13","0","-1177.71879201435","1"
"17580","14","1","-1047.94775594425","1"
"17580","13","0","-1029.40415417294","1"
"17581","11","0","-741.756307227409","1"
"17581","12","1","-760.299908998723","1"
"17583","24","1","-1330.70289461219","1"
"17583","25","2","-1349.24649638351","1"
"17583","23","0","-1312.15929284088","1"
"17583","26","3","-1367.79009815482","1"
"17584","34","0","-1688.27762031933","1"
"17584","37","3","-1743.90842563327","1"
"17584","35","1","-1706.82122209064","1"
"17584","38","4","-1762.45202740458","1"
"17584","36","2","-1725.36482386196","1"
"17588","47","2","-2221.74584835412","1"
"17588","50","5","-2277.37665366807","1"
"17588","46","1","-2203.20224658281","1"
"17588","45","0","-2184.6586448115","1"
"17588","48","3","-2240.28945012544","1"
"17588","49","4","-2258.83305189675","1"
"17589","48","5","-2228.10678186788","1"
"17589","45","2","-2172.47597655393","1"
"17589","43","0","-2135.38877301131","1"
"17589","46","3","-2191.01957832525","1"
"17589","47","4","-2209.56318009656","1"
"17589","44","1","-2153.93237478262","1"
"17590","14","0","-960.033537914724","1"
"17592","25","0","-258.188242068821","1"
"17599","18","0","-828.420673352787","1"
"17601","4","0","-159.585658711904","1"
"17602","4","0","-159.585658711904","1"
"17606","26","0","-653.019151202874","1"
"17607","24","0","-603.749279402683","1"
"17608","26","0","-653.019151202874","1"
"17610","26","0","-682.598530812343","1"
"17611","18","0","-418.101174958278","1"
"17612","24","0","-339.9162060809","1"
"17614","34","0","-1233.09559241008","1"
"17617","42","0","-366.013285995766","1"
"17617","43","1","-384.55688776708","1"
"17617","44","2","-403.100489538394","1"
"17621","18","0","-132.672962553904","1"
"17622","14","0","-34.1332189535228","1"
"17623","16","0","-156.354451848554","1"
"17624","38","0","-2868.46013943641","1"
"17625","50","0","-3822.67344019725","1"
"17626","62","0","-4776.8867409581","1"
"17630","74","0","-5731.10004171894","1"
"17634","26","0","-1008.34872638094","1"
"17636","26","0","-972.816671187364","1"
"17637","26","0","-997.324503127625","1"
"17638","28","0","-1256.20561532746","1"
"17639","26","0","-1914.24683867557","1"
"17640","26","0","-1914.24683867557","1"
"17663","14","0","-147.714463185139","1"
"17665","14","0","-149.514850072731","1"
"17666","14","0","-149.514850072731","1"
"17669","18","0","-303.597406941164","1"
"17670","14","0","-418.1716815352","1"
"17672","14","0","-422.788723901041","1"
"17675","22","0","-1333.1227294854","1"
"17678","36","0","-1864.30949192896","1"
"17679","46","0","-2525.04653044516","1"
"17680","56","0","-3185.78356896137","1"
"17683","46","0","-1159.50022578938","1"
"17684","32","0","-1056.54813751264","1"
"17685","34","0","-999.261000215623","1"
"17686","34","0","-1124.18551075832","1"
"17690","14","0","-198.902573314605","1"
"17701","33","0","-1880.81871174251","1"
"17701","35","2","-1917.90591528514","1"
"17701","34","1","-1899.36231351382","1"
"17701","36","3","-1936.44951705645","1"
"17702","40","2","-1816.60053450136","1"
"17702","41","3","-1835.14413627267","1"
"17702","38","0","-1779.51333095873","1"
"17702","39","1","-1798.05693273005","1"
"17703","40","0","-1774.34657141968","1"
"17703","43","3","-1829.97737673362","1"
"17703","41","1","-1792.89017319099","1"
"17703","42","2","-1811.43377496231","1"
"17704","40","1","-1633.70091870601","1"
"17704","41","2","-1652.24452047732","1"
"17704","42","3","-1670.78812224864","1"
"17704","39","0","-1615.1573169347","1"
"17704","43","4","-1689.33172401995","1"
"17705","41","0","-1609.99055739564","1"
"17705","45","4","-1684.1649644809","1"
"17705","44","3","-1665.62136270958","1"
"17705","43","2","-1647.07776093827","1"
"17705","42","1","-1628.53415916696","1"
"17706","41","0","-1365.42376775073","1"
"17706","44","3","-1421.05457306467","1"
"17706","43","2","-1402.51097129335","1"
"17706","42","1","-1383.96736952204","1"
"17707","60","5","-2789.79905434286","1"
"17707","58","3","-2752.71185080023","1"
"17707","57","2","-2734.16824902892","1"
"17707","55","0","-2697.08104548629","1"
"17707","56","1","-2715.6246472576","1"
"17707","59","4","-2771.25545257154","1"
"17708","35","0","-962.492122548918","1"
"17708","37","2","-999.579326091546","1"
"17708","38","3","-1018.12292786286","1"
"17708","36","1","-981.035724320232","1"
"17708","39","4","-1036.66652963417","1"
"17709","35","3","-1088.83114775235","1"
"17709","32","0","-1033.20034243841","1"
"17709","33","1","-1051.74394420972","1"
"17709","34","2","-1070.28754598103","1"
"17710","35","0","-866.239970745416","1"
"17710","37","2","-903.327174288044","1"
"17710","38","3","-921.870776059358","1"
"17710","36","1","-884.78357251673","1"
"17711","32","0","-936.948190634904","1"
"17711","33","1","-955.491792406217","1"
"17711","34","2","-974.035394177531","1"
"17712","47","2","-2221.74584835412","1"
"17712","50","5","-2277.37665366807","1"
"17712","46","1","-2203.20224658281","1"
"17712","45","0","-2184.6586448115","1"
"17712","48","3","-2240.28945012544","1"
"17712","49","4","-2258.83305189675","1"
"17714","13","-1","-329.904282136685","1"
"17714","14","0","-356.82245915069","1"
"17715","21","-1","-302.035696430098","1"
"17715","22","0","-328.953873444103","1"
"17721","6","0","67.5514222880569","1"
"17723","21","1","-239.764918865241","1"
"17723","20","0","-221.221317093927","1"
"17724","11","0","133.108160814225","1"
"17725","18","0","-434.505273494902","1"
"17728","29","0","14.5984335750058","1"
"17730","15","0","-226.024448660769","1"
"17740","44","0","-215.746547888368","1"
"17741","46","0","-363.224144765803","1"
"17742","18","0","-210.957739374139","1"
"17743","16","0","-63.4801424967041","1"
"17744","20","0","-106.026773206109","1"
"17745","20","0","-310.791507380561","1"
"17746","22","0","-253.504370083544","1"
"17747","24","0","-271.34916504419","1"
"17748","24","0","-476.113899218643","1"
"17749","30","0","-1019.17237476778","1"
"17750","40","0","-1679.90941328399","1"
"17751","19","0","-1352.3325517583","1"
"17751","18","-1","-1325.4143747443","1"
"17752","27","0","-2215.48764606458","1"
"17752","26","-1","-2188.56946905058","1"
"17752","25","-2","-2161.65129203657","1"
"17755","9","0","148.125609402898","1"
"17755","10","1","129.582007631584","1"
"17756","9","0","-347.829966037256","1"
"17758","11","0","-791.451688849188","1"
"17758","12","1","-818.369865863193","1"
"17758","10","-1","-764.533511835183","1"
"17758","9","-2","-745.989910063869","1"
"17759","20","0","-1139.70370270109","1"
"17772","28","0","-1805.38449668069","1"
"17773","28","0","-1805.38449668069","1"
"17774","28","0","-1805.38449668069","1"
"17775","26","0","-1737.74712343501","1"
"17776","26","0","-1737.74712343501","1"
"17777","26","0","-1737.74712343501","1"
"17778","22","0","-917.156629937981","1"
"17779","32","0","-1422.16848763158","1"
"17780","32","0","-1422.16848763158","1"
"17782","14","0","-42.2659745823511","1"
"17789","23","-1","-321.902438764385","1"
"17789","24","0","-348.820615778391","1"
"17795","23","-1","-321.902438764385","1"
"17795","24","0","-348.820615778391","1"
"17803","18","0","-613.916459621731","1"
"17810","10","0","-278.941668602934","1"
"17811","12","0","-221.654531305917","1"
"17812","36","0","-1066.89837346131","1"
"17814","34","0","-1156.06679402966","1"
"17821","16","0","-189.743571459786","1"
"17822","14","0","-299.9465013422","1"
"17823","14","0","-299.9465013422","1"
"17826","26","0","-609.002141865457","1"
"17840","12","0","-217.859658995507","1"
"17846","16","0","-200.767794713105","1"
"17903","17","0","128.189444799058","1"
"17916","10","0","-27.4792533396305","1"
"17917","14","0","-438.564330889381","1"
"17925","14","1","-422.347609373179","1"
"17925","13","0","-403.804007601865","1"
"17926","8","0","163.030890419843","1"
"17926","9","1","144.487288648529","1"
"17928","11","0","42.3683154468001","1"
