cid, nH, z, dG0
16327, 64, 0, -253.329067825643
16328, 62, 0, -168.084654049842
16329, 64, 0, -410.85463553584
16330, 62, 0, -367.57853811511
16331, 60, 0, -267.263360678937
16332, 58, 0, -182.018946903135
16333, 60, 0, -424.788928389134
16334, 58, 0, -381.512830968403
16335, 56, 0, -281.19765353223
16336, 54, 0, -195.953239756429
16337, 56, 0, -438.723221242427
16338, 54, 0, -395.447123821697
16339, 52, 0, -295.131946385524
16340, 52, 0, 673.493384804897
16342, 29, -1, -155.057997826362
16342, 30, 0, -181.976174840368
16343, 28, 0, 220.270174033448
16344, 27, -1, -4.49957654281248
16344, 28, 0, -31.4177535568176
16346, 29, -1, -155.057997826362
16346, 30, 0, -181.976174840368
16347, 54, 0, 664.407811473688
16349, 36, -1, -1675.05262836815
16349, 37, 0, -1701.97080538215
16352, 15, 0, -672.346282861097
16353, 6, 0, -122.494970843656
16355, 6, 0, -327.259705018108
16356, 8, 0, -258.982832193448
16357, 6, 0, -65.4231271752901
16358, 6, 0, -65.4231271752901
16359, 6, 0, -270.187861349743
16360, 8, 0, -258.982832193448
16361, 10, 0, -190.705959368787
16363, 6, 0, -241.739634388793
16368, 27, 0, -1041.23376686594
16368, 26, -1, -1014.31558985194
16371, 36, -1, -1879.8173625426
16371, 37, 0, -1906.7355395566
16374, 68, 0, 564.141530948653
16375, 70, 0, 321.371549462655
16376, 68, 0, 364.647646883385
16386, 14, 0, 61.838493987141
16387, 70, 0, 478.897117172851
16388, 72, 0, 236.127135686853
16389, 70, 0, 279.403233107584
16390, 10, 0, -879.458409900213
16390, 9, -1, -852.540232886207
16390, 8, -2, -825.622055872202
16399, 11, 0, -188.327924909253
16399, 13, 2, -225.415128451881
16399, 12, 1, -206.871526680567
16400, 11, 0, 21.2601288388553
16400, 13, 2, -15.8270747037727
16400, 12, 1, 2.71652706754128
16400, 14, 3, -34.3706764750867
16401, 8, 0, -471.807913233253
16404, 12, 0, -303.910286505628
16405, 14, 0, -656.152617557516
16406, 22, 0, -1169.41205919629
16407, 22, 0, -1169.41205919629
16408, 22, 0, -1374.17679337074
16409, 20, 0, -1184.16118311688
16410, 20, 0, -1388.92591729133
16415, 14, 0, -698.818707407232
16416, 20, 0, -444.601250724008
16417, 22, 0, -387.31411342699
16418, 14, 0, -559.580724967637
16419, 14, 0, -205.569085323273
16422, 24, 0, -1275.83559218838
16423, 32, 0, -1674.42391688989
16424, 23, -2, -2581.49872398174
16424, 21, -4, -2520.4754370599
16424, 22, -3, -2545.12326423009
16426, 23, -1, -1715.57532702551
16426, 21, -3, -1654.55204010366
16426, 22, -2, -1679.19986727385
16427, 22, 0, 52.6173927388709
16427, 23, 1, 27.9695655686802
16428, 23, -2, -2737.22390480435
16428, 21, -4, -2676.2006178825
16428, 22, -3, -2700.84844505269
16429, 23, -1, -1871.30050784811
16429, 21, -3, -1810.27722092627
16429, 22, -2, -1834.92504809646
16430, 21, -2, -944.353823970032
16430, 23, 0, -1005.37711089188
16430, 22, -1, -969.001651140223
16431, 22, 0, -103.107788083733
16431, 23, 1, -127.755615253924
16432, 10, 0, -567.569381977512
16432, 9, -1, -540.651204963507
16433, 5, -2, -675.20033470146
16433, 8, 1, -747.580290500784
16433, 7, 0, -720.662113486779
16433, 6, -1, -693.743936472774
16434, 14, 1, -377.303147922404
16434, 12, -1, -331.841369137085
16434, 13, 0, -350.384970908399
16435, 8, -1, -608.48320910414
16435, 9, 0, -635.401386118145
16436, 11, 0, -357.352117335046
16436, 10, -1, -338.808515563732
16436, 12, 1, -384.270294349051
16438, 7, -1, -506.967915096262
16438, 8, 0, -525.511516867576
16438, 9, 1, -552.429693881581
16439, 14, 1, -377.303147922404
16439, 12, -1, -331.841369137085
16439, 13, 0, -350.384970908399
16440, 13, -1, -321.41014904806
16440, 16, 2, -385.415529604693
16440, 14, 0, -339.953750819374
16440, 15, 1, -358.497352590688
16441, 21, -2, -944.353823970032
16441, 23, 0, -1005.37711089188
16441, 22, -1, -969.001651140223
16443, 24, 0, -272.640356897645
16443, 25, 1, -297.288184067836
16444, 13, 1, 219.126491179307
16444, 14, 2, 200.582889407993
16444, 12, 0, 237.670092950621
16445, 24, -1, -1049.0796292025
16445, 25, 0, -1085.45508895416
16445, 23, -2, -1024.43180203231
16447, 24, 0, -183.185766146013
16447, 25, 1, -207.833593316204
16448, 25, 0, -601.868998820135
16449, 22, 0, -103.107788083733
16449, 23, 1, -127.755615253924
16450, 6, 0, 172.95661224029
16461, 15, -1, -152.44766050737
16461, 16, 0, -179.365837521375
16462, 18, 0, -259.443815583655
16462, 17, -1, -232.52563856965
16464, 52, 0, -53.632211167918
16465, 50, 0, 26.4457668943619
16466, 48, 0, -173.048440996439
16468, 44, 0, 12.5111502155358
16469, 46, 0, -230.258831270463
16470, 46, 0, -72.7332635602657
16471, 44, 0, -186.982733849732
16488, 23, -1, -1076.02149765635
16488, 24, 0, -1094.56509942766
16488, 25, 1, -1121.48327644166
16489, 24, -1, -1962.72931232796
16489, 23, -2, -1935.81113531396
16489, 25, 0, -1999.10477207962
16489, 22, -3, -1917.26753354264
16492, 22, 0, -1227.71753953317
16502, 23, -1, -39.3343371994488
16502, 24, 0, -66.252514213454
16503, 26, 0, -19.2114693559582
16504, 23, -1, -208.369562944364
16504, 24, 0, -235.287739958369
16505, 28, 0, -424.593926012669
16506, 26, 0, -471.634970870165
16506, 25, -1, -444.71679385616
16507, 28, -1, -1302.21542165062
16507, 27, -2, -1265.83996189897
16508, 26, 0, -343.971875923477
16513, 34, 0, 173.906806128019
16513, 33, -1, 200.824983142025
16519, 15, -1, -1558.05303573418
16519, 16, 0, -1584.97121274818
16519, 13, -3, -1504.21668170617
16519, 14, -2, -1531.13485872017
16521, 8, 0, 172.956936065823
16522, 34, 0, -10.5163142768773
16522, 33, -1, 16.4018627371278
16525, 35, -1, -68.8425510386738
16525, 36, 0, -95.7607280526789
16526, 37, -1, -154.086964814475
16526, 38, 0, -181.00514182848
16527, 35, -1, 115.580569366223
16527, 36, 0, 88.6623923522178
16528, 78, 0, -46.5036583352516
16529, 82, 0, -32.5693654819581
16530, 72, 0, 24.8064625872565
16531, 76, 0, 38.74075544055
16532, 80, 0, 52.6750482938435
16533, 39, -1, -54.9082581853802
16533, 40, 0, -81.8264351993854
16534, 37, -1, 30.3361555904213
16534, 38, 0, 3.41797857641619
16535, 37, -1, -246.298525016924
16535, 38, 0, -273.216702030929
16536, 31, -1, -174.988404094416
16536, 32, 0, -201.906581108421
16537, 29, -1, -274.167110723511
16537, 30, 0, -301.085287737516
16538, 12, 0, -765.916819892305
16544, 29, 0, 433.694077012074
16546, 27, 0, 421.859934171396
16547, 27, 0, 217.095199996943
16548, 25, 0, 468.755660670254
16548, 26, 1, 450.21205889894
16549, 27, 0, 264.334366461199
16565, 22, 1, -38.2260512038869
16565, 23, 2, -56.7696529752009
16565, 21, 0, -19.6824494325729
16570, 11, 0, -144.759571959966
16570, 12, 1, -163.30317373128
16571, 8, -1, -271.219897384187
16571, 9, 0, -289.763499155501
16571, 10, 1, -316.681676169507
16574, 26, 0, -398.782823672118
16579, 7, -1, -967.913164187356
16579, 8, 0, -994.831341201361
16579, 5, -3, -914.076810159345
16579, 6, -2, -940.994987173351
16582, 14, 0, -536.020082666554
16583, 9, -3, -1154.96655267921
16583, 10, -2, -1181.88472969322
16583, 11, -1, -1208.80290670722
16583, 12, 0, -1235.72108372123
16584, 14, 0, -573.005905956772
16586, 13, 0, -262.535669085861
16587, 11, 0, -213.265797285671
16588, 10, 0, -829.215166052835
16588, 9, -1, -802.29698903883
16588, 8, -2, -775.378812024825
16589, 10, -2, -768.411665598178
16589, 11, -1, -795.329842612183
16589, 12, 0, -822.248019626189
16590, 11, -1, -436.359591159098
16590, 12, 0, -463.277768173103
16591, 11, 0, -464.953724875936
16591, 10, -1, -438.035547861931
16592, 8, 0, 139.267087548991
16593, 13, -1, -299.238258835945
16593, 12, -2, -251.418258835931
16593, 14, 0, -326.15643584995
16595, 11, 0, -62.888873720231
16596, 9, 0, -58.0965699880407
16597, 9, -3, -1144.71320950518
16597, 10, -2, -1171.63138651918
16597, 11, -1, -1198.54956353319
16597, 12, 0, -1225.46774054719
16598, 13, -1, -1201.83576028058
16598, 11, -3, -1147.99940625257
16598, 14, 0, -1228.75393729458
16598, 12, -2, -1174.91758326657
16600, 13, -1, -1191.58241710654
16600, 11, -3, -1137.74606307853
16600, 14, 0, -1218.50059412054
16600, 12, -2, -1164.66424009253
16601, 12, 0, 298.367398404747
16602, 12, 0, 298.367398404747
16603, 12, 0, 93.6026642302942
16604, 11, 0, 310.178406795272
16605, 9, 0, 428.424221686753
16606, 10, 0, 128.943720343485
16613, 3, -1, -104.253530051046
16613, 4, 0, -152.073530051059
16614, 6, 0, 86.3887918713097
16615, 13, -2, -1292.14382185801
16615, 14, -1, -1328.51928160966
16616, 10, -4, -1939.18007238769
16616, 12, -2, -2023.37553213936
16616, 11, -3, -1987.00007238771
16617, 12, -3, -2889.29892909559
16617, 10, -5, -2805.10346934393
16617, 11, -4, -2852.92346934394
16618, 10, -3, -1278.02140960591
16618, 12, -1, -1362.21686935758
16618, 11, -2, -1325.84140960592
16619, 13, -1, -1261.97926616705
16619, 12, -2, -1225.6038064154
16619, 11, -3, -1177.78380641539
16620, 15, -1, -1433.04641259359
16620, 14, -2, -1396.67095284194
16623, 7, -1, -322.372219540508
16623, 8, 0, -349.290396554513
16637, 10, -1, -1466.59520373516
16637, 9, -2, -1430.2197439835
16639, 10, 0, -744.698888919807
16640, 26, 0, -228.651381977794
16644, 14, 0, -458.75250657092
16645, 74, 0, 123.985169216352
16647, 12, -1, -219.710904163176
16647, 13, 0, -246.629081177181
16648, 13, -1, -228.46888556851
16648, 14, 0, -255.387062582515
16649, 15, -1, -482.263090307827
16649, 16, 0, -509.181267321833
16650, 15, -1, -480.462703420235
16650, 16, 0, -507.38088043424
16651, 15, -1, -482.263090307827
16651, 16, 0, -509.181267321833
16652, 13, -1, -438.986992887097
16652, 14, 0, -465.905169901102
16653, 13, -1, -244.659544535351
16653, 14, 0, -271.577721549356
16654, 13, -1, -239.493108821829
16654, 14, 0, -266.411285835834
16655, 13, -1, -438.986992887097
16655, 14, 0, -465.905169901102
16656, 11, -1, -148.39090750623
16656, 12, 0, -175.309084520235
16657, 10, -2, -662.929728622951
16657, 11, -1, -689.847905636956
16657, 12, 0, -716.766082650962
16658, 13, -1, -682.88075921031
16658, 14, 0, -709.798936224315
16658, 12, -2, -655.962582196305
16659, 23, 0, 366.270057490483
16660, 21, 0, 177.965631360755
16661, 29, 0, 7.40272888761093
16662, 27, 0, 54.2984553864686
16662, 28, 1, 35.7548536151547
16665, 29, -1, -275.967497611103
16665, 30, 0, -302.885674625108
16666, 11, 0, -201.125208560351
16666, 12, 1, -219.668810331665
16667, 60, 0, -625.131952372346
16671, 7, 0, -437.603665662341
16671, 6, -1, -410.685488648336
16673, 10, 0, -518.544370440929
16673, 11, 1, -545.462547454934
16673, 9, -1, -500.000768669615
16675, 9, 0, -78.8177384615059
16675, 10, 1, -97.3613402328199
16677, 27, -1, -351.724516617476
16677, 28, 0, -378.642693631481
16678, 26, 0, -90.9948466859536
16678, 25, -1, -64.0766696719484
16679, 27, -1, -359.135059598666
16679, 28, 0, -386.053236612671
16681, 28, 0, 21.3598718001984
16682, 30, 0, -27.9099999999924
16683, 28, 0, 111.423209104121
16688, 21, -2, -2418.56205088632
16688, 22, -1, -2454.93751063797
16689, 25, -3, -1571.00389126591
16689, 26, -2, -1607.37935101757
16692, 21, -1, -1297.88821469863
16692, 22, 0, -1324.80639171264
16693, 18, 0, -245.041816027929
16694, 16, 0, 281.393550256611
16695, 82, 0, 659.86477043544
16699, 16, -1, -2236.30032754424
16699, 15, -2, -2199.92486779258
16699, 14, -3, -2173.00669077858
16700, 6, 0, -373.498488081214
16701, 17, 0, -320.137269716036
16702, 19, 0, -262.850132419019
16704, 17, 0, -444.860667182333
16705, 19, 0, -387.573529885316
16706, 10, 0, -154.799461053468
16707, 27, 0, -455.985829816627
16710, 25, 0, -374.816371913301
16712, 24, 1, -409.368648714219
16712, 23, 0, -390.825046942905
16715, 7, 0, -267.421130745504
16715, 6, -1, -240.502953731499
16716, 7, 0, -71.9702213820763
16719, 14, 1, -12.8181410242734
16719, 13, 0, 5.72546074704053
16721, 17, 0, -297.565327408796
16737, 10, 0, -942.821617730341
16737, 9, -1, -915.903440716335
16741, 13, -1, -478.935716758257
16741, 16, 2, -542.94109731489
16741, 14, 0, -497.479318529571
16741, 15, 1, -516.022920300885
16742, 13, -1, -478.935716758257
16742, 16, 2, -542.94109731489
16742, 14, 0, -497.479318529571
16742, 15, 1, -516.022920300885
16743, 13, -2, -1338.72535441587
16743, 12, -3, -1320.18175264456
16743, 15, 0, -1384.18713320119
16743, 16, 1, -1420.56259295284
16743, 14, -1, -1357.26895618718
16744, 14, 0, -723.430377376838
16745, 12, 0, -681.357970451636
16746, 55, 0, -660.892456660697
16759, 11, 0, -399.684216544128
16759, 10, -1, -381.140614772814
16759, 12, 1, -426.602393558134
16760, 12, 0, -213.510143532595
16772, 18, 0, -429.750263322222
16773, 26, 0, -572.084791194287
16774, 26, 0, -542.042320557505
16775, 24, 0, -57.755827814468
16776, 24, 0, -24.039519299788
16780, 30, 0, -519.044478264043
16781, 30, 0, -830.146670019226
16782, 35, 0, -214.426926803659
16784, 68, 0, -1463.41984489874
16785, 62, 0, -947.909664864578
16786, 31, 0, 24.431844401977
16788, 16, 0, -313.565590140873
16789, 7, 0, 112.238595980472
16793, 63, -1, -315.051576068305
16793, 64, 0, -341.96975308231
16794, 37, -1, -248.098911904516
16794, 38, 0, -275.017088918521
16795, 27, -1, -535.800794563656
16795, 28, 0, -562.718971577661
16796, 10, 0, -123.21648778033
16797, 39, -1, -1861.72390938675
16797, 40, 0, -1888.64208640076
16798, 39, -1, -1861.72390938675
16798, 40, 0, -1888.64208640076
16799, 32, 0, -1577.89366845419
16800, 32, 0, -1422.16848763158
16801, 32, 0, -1422.16848763158
16802, 30, 0, -1288.96538399014
16803, 28, 0, -1336.22318829731
16804, 10, 0, -304.864414165396
16808, 22, 0, -1166.1666014989
16814, 24, 0, -33.2479958742073
16817, 7, 0, 220.269438711443
16817, 6, -1, 268.089438711457
16821, 11, 0, -460.251930462607
16823, 32, 0, 7.44949577492657
16825, 22, 0, -708.022196555874
16826, 25, -3, -1571.00389126591
16826, 26, -2, -1607.37935101757
16827, 18, 0, -992.22610582366
16828, 5, -1, -99.5187231947596
16828, 6, 0, -126.436900208765
16829, 24, 0, -107.827278998926
16831, 13, -1, -154.51696971791
16831, 14, 0, -173.060571489224
16831, 15, 1, -199.978748503229
16833, 46, 1, -7.62420551101872
16833, 45, 0, 10.9193962602952
16834, 12, 0, -168.338696213909
16835, 6, 0, -232.491279862778
16836, 19, -1, -606.676692085292
16836, 20, 0, -633.594869099297
16837, 13, 1, -522.317600484221
16837, 11, -1, -476.855821698902
16837, 12, 0, -495.399423470215
16843, 13, 0, -899.145174824809
16848, 10, -1, -1582.54312142454
16848, 9, -2, -1546.16766167289
16849, 4, -1, -1280.59926401703
16849, 3, -2, -1244.22380426538
16850, 14, 1, -797.836220318025
16850, 12, -1, -752.374441532706
16850, 13, 0, -770.918043304019
16861, 50, 0, -420.929595408856
16873, 30, 0, 78.7887420308088
16884, 10, 0, -646.082158883553
16891, 44, 0, 41.885891887255
16896, 12, 0, -220.35354597101
16906, 12, 0, -26.907394145703
16915, 34, 0, -1215.17222182132
16924, 12, 0, 207.461120792089
16928, 12, 0, 233.561378685475
16929, 14, 0, -61.9227680036975
16930, 10, 0, 47.9244849980662
16933, 7, 0, -93.8381184574996
16940, 12, 0, -672.385690969196
16941, 42, 0, -2082.34499968994
16947, 22, 0, -184.548269716657
16949, 22, 0, 61.8110645439447
16951, 32, 0, -644.062360933929
16955, 14, 0, -29.8007276353584
16956, 33, 0, 327.849149587398
16964, 18, 0, -878.740664223158
16966, 22, 0, 71.8041972103707
16975, 16, 0, -200.767794713105
16978, 22, 0, -964.647325021834
16982, 10, 0, -593.160543287751
16985, 22, 1, -702.879512152641
16985, 21, 0, -684.335910381327
16986, 32, 0, -626.284222864147
16989, 22, 0, -923.593261136497
16993, 16, 0, -68.1930487425857
16995, 34, 0, -247.077096453373
16999, 18, 0, -628.059093431968
16999, 17, -1, -601.140916417963
17010, 15, -1, -879.617961669255
17010, 16, 0, -906.536138683261
17016, 14, 0, 634.000279036976
17018, 7, -1, -457.181455834258
17018, 8, 0, -484.099632848264
17019, 15, 0, 443.832559871972
17020, 16, 0, 431.918791943665
17021, 16, 0, 227.154057769213
17039, 12, 0, -65.9293504833123
17040, 16, 0, -360.884544238182
17045, 12, 0, -65.9293504833123
17055, 26, 0, -1184.40727872487
17062, 14, 0, -233.011442989129
17064, 32, 0, -822.909594924583
17073, 18, 0, -440.818586428642
17076, 26, 0, -315.019580590809
17076, 25, -1, -288.101403576804
17094, 24, 0, -115.500819489427
17097, 18, 0, 41.2546976551652
17125, 18, 0, -271.964485104414
17144, 18, 0, -149.237643821561
17145, 16, 0, -105.961546400831
17146, 14, 1, -230.750963678735
17146, 13, 0, -212.207361907421
17147, 18, 0, -1702.50305597403
17147, 17, -1, -1675.58487896003
17203, 12, 0, 4.02568351880241
17206, 4, 0, -349.670952224601
17207, 12, 0, -914.231457733719
17209, 10, 0, -906.112321251445
17210, 10, -2, -978.076909059629
17210, 11, -1, -1004.99508607363
17210, 12, 0, -1031.91326308764
17211, 10, 0, -625.407345419246
17211, 9, -1, -598.489168405241
17212, 10, -2, -967.823565885591
17212, 11, -1, -994.741742899596
17212, 12, 0, -1021.6599199136
17213, 14, 1, -522.871030587254
17213, 12, -1, -477.409251801935
17213, 13, 0, -495.952853573249
17214, 13, -1, -998.027939646987
17214, 14, 0, -1024.94611666099
17214, 12, -2, -971.109762632982
17215, 13, -1, -987.774596472949
17215, 14, 0, -1014.69277348695
17215, 12, -2, -960.856419458944
17216, 11, -1, -591.522021978594
17216, 12, 0, -618.440198992599
17217, 16, 1, -515.903884160608
17217, 15, 0, -488.985707146602
17217, 14, -1, -470.442105375288
17218, 15, -1, -991.06079322034
17218, 16, 0, -1017.97897023435
17218, 14, -2, -964.142616206335
17219, 15, -1, -980.807450046303
17219, 16, 0, -1007.72562706031
17219, 14, -2, -953.889273032298
17220, 13, -1, -584.554875551947
17220, 14, 0, -611.473052565953
17221, 16, -1, -463.474958948642
17221, 17, 0, -482.018560719956
17221, 18, 1, -508.936737733961
17222, 18, 0, -1011.0118238077
17222, 17, -1, -984.093646793693
17222, 16, -2, -957.175469779688
17223, 18, 0, -1000.75848063366
17223, 17, -1, -973.840303619656
17223, 16, -2, -946.922126605651
17224, 15, -1, -577.587729125301
17224, 16, 0, -604.505906139306
17225, 19, 0, -475.051414293309
17225, 18, -1, -456.507812521995
17225, 20, 1, -501.969591307314
17226, 18, -2, -950.208323353041
17226, 19, -1, -977.126500367047
17226, 20, 0, -1004.04467738105
17227, 18, -2, -939.954980179004
17227, 19, -1, -966.873157193009
17227, 20, 0, -993.791334207014
17228, 18, 0, -597.538759712659
17228, 17, -1, -570.620582698654
17229, 22, 1, -495.002444880667
17229, 20, -1, -449.540666095348
17229, 21, 0, -468.084267866662
17230, 21, -1, -970.1593539404
17230, 22, 0, -997.077530954405
17230, 20, -2, -943.241176926395
17231, 21, -1, -959.906010766362
17231, 22, 0, -986.824187780368
17231, 20, -2, -932.987833752357
17232, 19, -1, -563.653436272007
17232, 20, 0, -590.571613286012
17233, 24, 1, -488.035298454021
17233, 23, 0, -461.117121440015
17233, 22, -1, -442.573519668701
17234, 8, 1, -309.359075825825
17234, 7, 0, -282.44089881182
17234, 6, -1, -263.897297040506
17235, 14, 1, -206.468663500109
17235, 12, -1, -161.00688471479
17235, 13, 0, -179.550486486104
17268, 8, 0, -72.0783584355347
17276, 30, 0, -27.9099999999924
17366, 11, 0, -972.19978689634
17366, 10, -1, -945.281609882335
17366, 9, -2, -918.36343286833
17384, 18, 0, -7.75588799338932
17391, 24, 0, -1071.07085801393
17393, 36, 0, -1723.56031258497
17409, 52, 0, -6781.25968841313
17412, 16, 0, -110.422901129527
17413, 18, 0, -258.832765635459
17414, 22, 0, -246.698859669759
17415, 22, 0, -159.653735180832
17432, 81, -3, -779.210628110466
17432, 82, -2, -815.586087862119
17433, 48, 0, 112.795120288337
17434, 49, -3, -1231.66392134215
17434, 50, -2, -1268.0393810938
17435, 41, -3, -1344.77724465007
17435, 42, -2, -1381.15270440173
17436, 57, -3, -1118.55059803423
17436, 58, -2, -1154.92605778588
17437, 65, -3, -1005.43727472631
17437, 66, -2, -1041.81273447796
17438, 73, -3, -892.323951418387
17438, 74, -2, -928.69941117004
17439, 36, -2, -1574.34400577193
17439, 35, -3, -1537.96854602027
