cid, nH, z, dG0
14171, 9, 0, -413.789356789948
14171, 10, 1, -432.332958561262
14172, 23, 0, -599.041224707625
14173, 23, 0, -261.493957388907
14174, 25, 0, 169.715117107768
14175, 14, 0, -507.85620829217
14188, 14, 0, -55.2311225536304
14200, 14, 0, -55.2311225536304
14205, 22, 0, -41.216653796266
14211, 20, 0, -317.920671477527
14212, 31, 0, 50.2545995956999
14213, 14, 0, 56.4291970736381
14214, 22, 0, -479.987622585583
14215, 10, 0, -198.324258960271
14217, 12, 0, 241.500665188119
14218, 18, 0, -303.162437756573
14220, 10, 0, -198.324258960271
14221, 12, 0, -58.0914884458386
14222, 12, 0, 607.819044684954
14223, 15, -1, -276.204251694277
14223, 16, 0, -303.122428708282
14224, 10, 0, 113.722799077001
14225, 18, 0, -77.0274663400869
14226, 16, 0, -48.2639761269837
14227, 38, 0, -424.250451172409
14230, 10, 0, 6.44047521418156
14231, 12, 0, 105.619181843277
14232, 12, 0, 105.619181843277
14233, 12, 0, 8.13677153164371
14234, 16, 0, 8.13741918270872
14236, 20, 0, -125.880756276701
14240, 42, 0, -533.911476277155
14241, 12, 0, -58.0914884458386
14243, 22, 0, -462.369298661661
14244, 12, 0, 15.2847555514146
14245, 30, 0, 14.3601658087663
14253, 26, 0, -586.047873915144
14258, 16, 0, 120.770121407719
14260, 26, 0, -589.648647690329
14262, 15, 0, -301.096946031126
14263, 11, 0, 674.515942510824
14264, 11, 0, 469.751208336371
14267, 8, 0, 123.620653319324
14271, 18, 0, -306.763211531758
14272, 16, 0, -52.9690067924403
14273, 18, 0, -304.962824644165
14274, 19, -1, -294.413488626124
14274, 20, 0, -321.331665640129
14276, 24, 0, -85.8149130567965
14277, 16, 0, 222.350382757574
14278, 20, 0, 518.756589144205
14283, 12, 0, -345.801855837706
14284, 10, 0, -198.324258960271
14285, 12, 0, -141.037121663253
14286, 14, 0, -7.89867462484261
14287, 44, 0, -224.17512704874
14288, 16, 2, 207.55003583464
14288, 14, 0, 244.637239377268
14288, 15, 1, 226.093637605954
14289, 24, 0, 208.242623944299
14290, 12, 0, -58.0914884458386
14294, 18, 0, -428.203556526119
14294, 17, -1, -401.285379512114
14296, 29, 0, 386.454910547818
14297, 10, 0, -91.0419350974514
14298, 12, 0, -84.0747886708046
14300, 26, 0, -466.05332973229
14305, 18, 0, -132.847902703348
14308, 34, 0, -192.480879326232
14309, 12, 0, -303.616371939403
14311, 12, 0, -48.3441520310546
14315, 10, 0, 466.732261861738
14317, 12, 0, 607.819044684954
14325, 14, 0, 748.905827508171
14329, 12, 0, 241.500665188119
14330, 12, 0, 241.500665188119
14332, 14, 0, -138.989935646909
14332, 15, 1, -157.533537418223
14337, 26, 0, -521.954547864017
14339, 20, 0, -168.139426617137
14340, 14, 0, 127.657091930295
14341, 14, 0, -77.1076422441579
14342, 10, 0, 113.722799077001
14345, 24, 0, -174.342127215998
14347, 24, 0, -266.936406964613
14348, 24, 0, -91.6440012328473
14349, 14, 0, -78.9080291317504
14351, 14, 0, -146.782195556641
14384, 12, 0, 416.788417255716
14385, 10, 0, -55.3112984577013
14386, 10, 0, -55.3112984577013
14390, 14, 0, -105.134531560424
14391, 24, 0, 136.645986630038
14393, 12, 0, -190.412246251535
14395, 10, 0, 245.722396571404
14396, 12, 0, 154.620195255805
14398, 5, -1, 17.2476109153479
14398, 6, 0, -30.5723890846657
14401, 10, 0, 61.6688489892716
14401, 11, 1, 43.1252472179577
14401, 12, 2, 24.5816454466437
14402, 8, 0, 103.741255914473
14402, 9, 1, 85.1976541431592
14402, 10, 2, 66.6540523718452
14403, 9, 0, 102.077569139688
14403, 10, 1, 83.5339673683741
14405, 13, 0, 414.342276350597
14415, 5, 1, -26.9963055379056
14415, 3, -1, 39.367296233422
14415, 4, 0, 20.823694462108
14416, 11, 0, 246.489177406424
14417, 11, 0, 426.323541711322
14417, 12, 1, 407.779939940008
14440, 8, 0, 92.9361490833096
14443, 16, 0, 153.525279100218
14443, 17, 1, 134.981677328904
14443, 18, 2, 116.43807555759
14444, 9, 0, 492.741401517813
14444, 10, 1, 474.197799746499
14447, 7, 0, 154.400057218411
14448, 2, 0, -246.425572716072
14452, 9, 0, -40.2922058491944
14455, 11, 0, 104.221395992679
14458, 12, 0, -467.620956794744
14460, 10, 0, 70.9369002580472
14463, 10, 0, -647.61837363863
14463, 9, -1, -620.700196624625
14464, 14, 0, -41.3770056044078
14465, 18, 0, -27.4427127511143
14466, 16, 0, -34.4098591777611
14467, 16, 0, -28.9932503065346
14468, 18, 0, -497.522689214062
14469, 18, 0, -493.921915438877
14473, 6, 0, 144.708280720683
14499, 32, 0, -11.0210290815581
14501, 16, 0, 361.952290839456
14504, 30, 0, -452.119036878996
14505, 46, 0, -396.381865465822
14507, 10, 0, -98.019848455963
14508, 12, 0, 58.3414754397013
14509, 28, 0, -112.601524800735
14511, 36, 0, -658.400763980978
14518, 12, 0, 58.3414754397013
14519, 12, 0, -5.12909886498361
14522, 12, 0, 107.38102879155
14523, 22, 0, -603.582940543622
14527, 8, 0, -241.381039145128
14529, 26, 0, -1330.37917096711
14530, 10, 0, -390.139073541086
14533, 12, 0, 58.3414754397013
14534, 14, 0, 16.2690685144998
14535, 13, -1, -223.763854903053
14535, 14, 0, -250.682031917058
14537, 20, 0, -622.198271532188
14538, 26, 0, -622.19730005559
14541, 18, 0, 100.011541807563
14542, 18, 0, 100.011541807563
14543, 18, 0, 100.011541807563
14544, 18, 0, 100.011541807563
14545, 18, 0, -104.753192366889
14546, 18, 0, -104.753192366889
14547, 18, 0, -104.753192366889
14548, 18, 0, -104.753192366889
14550, 24, 0, -6.54127347117399
14551, 22, 0, 79.3588493330199
14556, 14, 0, 135.957683958233
14557, 14, 0, 135.957683958233
14558, 14, 0, 135.957683958233
14561, 24, 0, 630.760229739744
14562, 16, 0, 435.657933386047
14565, 14, 0, 135.957683958233
14566, 18, 0, -613.916459621731
14567, 14, 0, -247.962976385301
14569, 8, -2, 377.380473149264
14569, 9, -1, 329.56047314925
14569, 10, 0, 281.740473149237
14570, 14, 0, -627.850752475024
14572, 12, 0, 107.38102879155
14575, 34, 0, -438.184744025703
14577, 38, 0, -427.851224947594
14578, 46, 0, -399.982639241007
14581, 16, 0, 339.388972531394
14582, 10, 0, -104.35085180955
14583, 14, 0, 114.348175218196
14596, 33, 0, 202.851981499436
14601, 8, 0, -443.055189952015
14602, 7, 0, -270.202811857672
14604, 8, 1, -283.923094055329
14604, 7, 0, -265.379492284015
14610, 5, -1, -469.465882476094
14610, 6, 0, -496.384059490099
14612, 20, 0, -322.571314833206
14613, 11, -1, -238.482428806512
14613, 12, 0, -265.400605820517
14614, 14, 0, 114.257377577897
14623, 8, 0, 93.3559382979564
14657, 14, 0, 598.765893212995
14660, 21, -1, -534.101963283706
14660, 22, 0, -561.020140297711
14666, 16, 0, 184.944229227312
14679, 14, 0, 270.188643003114
14685, 14, 0, 332.421826104747
14686, 23, 0, -887.33566421696
14687, 10, 0, -280.711032592789
14689, 10, 0, -436.436213415393
14690, 24, 1, -128.690130652032
14690, 25, 2, -147.233732423346
14690, 23, 0, -110.146528880718
14691, 15, 0, 111.514155435498
14693, 24, 0, -132.328614073316
14694, 13, 0, 414.342276350597
14695, 8, -1, -935.997377388534
14695, 9, 0, -962.915554402539
14695, 7, -2, -909.079200374529
14695, 6, -3, -882.161023360524
14696, 20, 0, -140.470110507322
14697, 16, 0, -36.2102460653536
14698, 20, 0, -20.4755663244675
14701, 14, 0, 339.595659071808
14703, 12, 0, 241.500665188119
14709, 14, 0, -161.568580134361
14710, 10, 0, -177.106229528148
14716, 22, 0, -326.410998540597
14717, 27, -1, -69.9231602507805
14717, 28, 0, -96.8413372647857
14718, 20, 0, -331.577758079651
14719, 19, -1, -226.26834693674
14719, 20, 0, -253.186523950746
14732, 29, -1, -12.6031937765369
14732, 30, 0, -39.5213707905421
14738, 20, 0, -261.06171652985
14739, 20, 0, -387.457756312903
14740, 20, 0, -182.69302213845
14741, 14, 0, -92.2169458438487
14743, 14, 0, -150.926956040979
14745, 21, 0, -356.232427102848
14747, 12, 0, -84.0747886708046
14748, 31, -1, -54.0789043096748
14748, 32, 0, -80.99708132368
14749, 31, -1, -55.8792911972674
14749, 32, 0, -82.7974682112725
14750, 24, 0, -540.678113021914
14751, 24, 0, -540.678113021914
14752, 26, 0, -683.022272400032
14753, 26, 0, -683.022272400032
14754, 24, 0, -395.374425454505
14761, 14, 0, 516.844946509644
14762, 31, -1, -240.302411602164
14762, 32, 0, -267.220588616169
14763, 12, 0, 212.901505706096
14765, 29, -1, -197.026314181434
14765, 30, 0, -223.944491195439
14766, 29, -1, -197.026314181434
14766, 30, 0, -223.944491195439
14767, 31, -1, -240.302411602164
14767, 32, 0, -267.220588616169
14768, 31, -1, -51.2337186650498
14768, 32, 0, -78.1518956790549
14769, 31, -1, -51.2337186650498
14769, 32, 0, -78.1518956790549
14770, 31, -1, -51.2337186650498
14770, 32, 0, -78.1518956790549
14771, 31, -1, -51.2337186650498
14771, 32, 0, -78.1518956790549
14772, 34, 0, -325.567449697271
14772, 33, -1, -298.649272683266
14773, 34, 0, -325.567449697271
14773, 33, -1, -298.649272683266
14774, 34, 0, -325.567449697271
14774, 33, -1, -298.649272683266
14775, 34, 0, -325.567449697271
14775, 33, -1, -298.649272683266
14776, 31, -1, -55.8792911972674
14776, 32, 0, -82.7974682112725
14777, 31, -1, -55.8792911972674
14777, 32, 0, -82.7974682112725
14778, 31, -1, -55.8792911972674
14778, 32, 0, -82.7974682112725
14779, 31, -1, -55.8792911972674
14779, 32, 0, -82.7974682112725
14780, 31, -1, -55.8792911972674
14780, 32, 0, -82.7974682112725
14781, 31, -1, -208.759286375247
14781, 32, 0, -235.677463389252
14782, 34, 0, -483.093017407468
14782, 33, -1, -456.174840393463
14783, 6, 0, 322.158939821395
14785, 8, 0, -83.883989310383
14789, 9, 0, 75.648705139997
14790, 9, 0, 285.236758888106
14790, 10, 1, 266.693157116792
14794, 29, -1, -940.466133948712
14794, 30, 0, -967.384310962717
14795, 31, -1, -1025.71054772451
14795, 32, 0, -1052.62872473852
14799, 11, -1, -669.352933407699
14799, 12, 0, -696.271110421704
14807, 29, -1, -12.6031937765369
14807, 30, 0, -39.5213707905421
14808, 31, -1, -208.759286375247
14808, 32, 0, -235.677463389252
14809, 34, 0, -483.093017407468
14809, 33, -1, -456.174840393463
14810, 31, -1, -208.759286375247
14810, 32, 0, -235.677463389252
14811, 34, 0, -483.093017407468
14811, 33, -1, -456.174840393463
14813, 31, -1, -208.759286375247
14813, 32, 0, -235.677463389252
14814, 34, 0, -483.093017407468
14814, 33, -1, -456.174840393463
14815, 29, -1, -123.514872599445
14815, 30, 0, -150.43304961345
14822, 31, -1, -55.8792911972674
14822, 32, 0, -82.7974682112725
14824, 31, -1, -55.8792911972674
14824, 32, 0, -82.7974682112725
14825, 31, -1, -235.656839069946
14825, 32, 0, -262.575016083952
14826, 31, -1, -235.656839069946
14826, 32, 0, -262.575016083952
14828, 34, 0, -509.990570102168
14828, 33, -1, -483.072393088162
14829, 34, 0, -509.990570102168
14829, 33, -1, -483.072393088162
14832, 31, -1, -393.182406780143
14832, 32, 0, -420.100583794148
14833, 34, 0, -667.516137812364
14833, 33, -1, -640.597960798359
14834, 31, -1, -393.182406780143
14834, 32, 0, -420.100583794148
14835, 34, 0, -667.516137812364
14835, 33, -1, -640.597960798359
14836, 31, -1, -388.536834247926
14836, 32, 0, -415.455011261931
14837, 34, 0, -662.870565280147
14837, 33, -1, -635.952388266142
14852, 16, 0, -238.059814975497
14872, 5, -1, -856.317227581747
14872, 6, 0, -883.235404595752
14872, 4, -2, -829.399050567742
14888, 19, -1, -226.26834693674
14888, 20, 0, -253.186523950746
14894, 18, 0, -541.57834296348
14895, 28, 0, -1074.2015931762
14896, 19, 0, -180.524394694684
14897, 16, 0, -111.388693677112
14899, 8, -3, -1920.66881869229
14899, 10, -1, -1983.96245545795
14899, 9, -2, -1947.5869957063
14900, 17, 0, -248.801267519345
14901, 17, 0, -237.811531991702
14902, 15, 0, -306.088404816363
14916, 12, 0, -100.433383552389
14921, 17, 0, 241.98484920591
14935, 19, -1, -335.622032951645
14935, 20, 0, -362.54020996565
14940, 20, 0, -648.001875955578
14969, 16, 0, -557.811416375161
14987, 29, -1, -974.774229624602
14987, 30, 0, -1001.69240663861
14996, 32, 0, -750.831493888748
14997, 18, 0, -500.524279078143
15019, 18, 0, -500.524279078143
15021, 30, 0, 933.779903257514
15027, 26, 0, -295.879515612173
15028, 21, 0, 369.858592614924
15032, 19, 0, 46.0650418281448
15040, 16, 1, 41.141578244029
15040, 15, 0, 59.685180015343
15042, 10, 0, 236.72904156271
15043, 15, 0, 231.782743886582
15044, 19, 0, 141.592284306165
15050, 24, 0, -523.13301807239
15053, 26, 0, -310.468869842794
15054, 22, 0, -169.026151763508
15055, 24, 0, -317.43601626944
15059, 22, 0, -324.403162696087
15060, 22, 0, -118.706160893137
15061, 34, 0, -282.600284136207
15069, 18, 0, -64.9737362784569
15080, 26, 0, -448.800412155902
15082, 22, 0, 151.924903861697
15089, 15, 0, -297.773100806852
15089, 14, -1, -270.854923792847
15094, 17, 0, -23.9684944272617
15094, 18, 1, -42.5120961985757
15102, 10, 0, -303.283975865679
15102, 9, -1, -276.365798851674
15118, 20, 0, -443.237141781126
15120, 12, -1, -49.1223248417208
15120, 13, 0, -76.0405018557259
15122, 15, 0, -118.112908780927
15122, 14, -1, -91.1947317669223
15125, 21, 0, -130.713228367268
15131, 16, 0, 122.711046125679
15134, 18, 0, -532.981877365776
15141, 14, 0, 461.496118433209
15145, 24, 0, -474.162372788124
15153, 19, -1, -226.26834693674
15153, 20, 0, -253.186523950746
15160, 31, 0, -311.07066490117
15161, 28, 0, -663.643468523178
15162, 31, 0, -311.07066490117
15168, 20, 0, 22.0717120360022
15179, 20, 0, 446.190534615528
15193, 18, 0, -8.57476780902225
15196, 12, 0, -227.961114186526
15204, 12, 0, -58.0914884458386
15205, 22, 0, -483.588396360768
15206, 20, 0, -70.0603199134402
15208, 28, 0, -256.602887886505
15209, 28, 0, -357.284569064943
15210, 16, 0, -71.9408827051037
15211, 24, 0, -56.1260270601466
15217, 24, 0, 109.852496936495
15218, 10, 0, -715.136051171996
15219, 26, 0, -136.984644163159
15221, 42, 0, -413.916932094301
15278, 18, 0, -66.7741231660495
15279, 11, 0, 164.830051275375
15347, 10, 0, 98.5226978370106
15348, 8, 0, 196.591721753724
15415, 5, -1, 351.395428592287
15415, 6, 0, 303.575428592274
15418, 14, 1, -167.288446914508
15418, 13, 0, -148.744845143194
15419, 10, 0, -541.919799908065
15419, 9, -1, -515.00162289406
15437, 24, 0, 118.949821117656
15438, 30, 0, -662.929416783463
15449, 16, 0, -28.9932503065346
15451, 22, 0, -761.103385538145
15453, 21, -1, -416.899892916925
15453, 22, 0, -443.818069930931
15454, 24, 0, 4.44730698426171
15458, 23, 0, 222.380995737489
15464, 30, 0, -311.858058827802
15474, 6, 0, -70.4278460624385
15475, 12, 0, -362.191596955919
15478, 14, 1, -612.693864658393
15478, 13, 0, -594.150262887079
15479, 14, 1, -612.693864658393
15479, 13, 0, -594.150262887079
15485, 17, -3, -1254.32173506137
15485, 18, -2, -1281.23991207538
15485, 19, -1, -1308.15808908938
15485, 20, 0, -1335.07626610339
15486, 18, 0, -1291.80016868266
15486, 15, -3, -1211.04563764064
15486, 17, -1, -1264.88199166865
15486, 16, -2, -1237.96381465465
15489, 43, 0, 52.6512718685371
15492, 32, 0, -107.987978062272
15493, 27, -1, -203.409878776062
15493, 28, 0, -230.328055790067
15494, 30, 0, 48.5011831109496
15495, 32, 0, -541.366461899051
15497, 16, 0, -567.108194719143
15499, 8, 0, -241.112455970237
15500, 17, -3, -1411.84730277157
15500, 18, -2, -1438.76547978558
15500, 19, -1, -1465.68365679958
15500, 20, 0, -1492.60183381359
15501, 17, -3, -1560.16194061298
15501, 18, -2, -1587.08011762699
15501, 19, -1, -1613.99829464099
15501, 20, 0, -1640.916471655
15502, 17, -3, -1402.63637290279
15502, 18, -2, -1429.55454991679
15502, 19, -1, -1456.4727269308
15502, 20, 0, -1483.3909039448
15503, 11, 0, -602.577612776379
15503, 10, -1, -575.659435762374
15504, 13, -1, -965.936463461235
15504, 14, 0, -992.854640475241
15508, 6, 0, -101.593932627966
15512, 10, 0, 42.1711118539316
15513, 10, 0, -161.648756038432
15514, 19, -1, -603.989003961351
15514, 20, 0, -630.907180975356
15523, 4, -1, -586.354470729168
15523, 5, 0, -613.272647743173
15524, 40, 0, -117.127666769657
15525, 12, 0, -713.439754854533
15531, 14, 0, -246.623149208611
15545, 13, 0, 138.94601775835
15546, 23, 0, -521.791020757856
15547, 42, 0, -278.288028432527
15548, 22, 0, -1574.96849624992
15552, 29, 1, 124.256869914018
15552, 27, -1, 169.718648699337
15552, 28, 0, 151.175046928023
15553, 31, -1, 292.182632751354
15553, 32, 0, 265.264455737349
15556, 8, -1, -1324.70237627817
15556, 7, -2, -1288.32691652652
15562, 9, 0, 151.117122491536
15562, 10, 1, 132.573520720222
15567, 12, 0, -411.170860461705
15570, 12, 0, -1.64139211279987
15571, 6, 0, -224.970772133599
15572, 8, 0, -167.683634836581
15579, 32, 0, -1223.84038465565
15583, 8, 0, -168.615902465079
15584, 6, 0, -20.2060379591466
15586, 12, 0, -261.457109494062
15587, 4, 0, 275.829468348954
15588, 6, 0, -344.965316316453
15589, 12, 0, 310.383916017729
15591, 18, 0, -886.917672249903
15598, 14, 0, -140.974601216914
15604, 8, 0, -40.7912332390306
15606, 10, 0, -500.436879277088
15609, 12, 0, -262.856222620291
15618, 23, -1, -465.128879355718
15618, 24, 0, -492.047056369723
15619, 24, -1, -494.289065506703
15619, 25, 0, -521.207242520708
15626, 28, -1, 166.2773781867
15626, 29, 0, 139.359201172695
15634, 27, -1, -242.595671465183
15634, 28, 0, -269.513848479188
15640, 28, -1, -728.728789651436
15640, 29, 0, -755.646966665441
15649, 36, 0, -100.00609938228
15650, 10, -1, -1414.86025555659
15650, 9, -2, -1378.48479580494
15651, 10, -1, -1378.05837491504
15651, 9, -2, -1341.68291516339
15652, 47, 1, -2038.84623255877
15652, 48, 2, -2057.38983433009
15652, 50, 4, -2094.47703787272
15652, 49, 3, -2075.9334361014
15652, 46, 0, -2020.30263078746
15652, 51, 5, -2113.02063964403
15652, 52, 6, -2131.56424141534
15658, 24, 1, -1856.99943230187
15658, 23, 0, -1838.45583053056
15662, 38, 0, 315.362469745038
15667, 13, -1, -1749.4406070738
15667, 12, -2, -1713.06514732214
15667, 11, -3, -1686.14697030814
15668, 7, 0, -214.96434686312
15673, 10, 0, -1106.34095982
15673, 9, -1, -1079.42278280599
15679, 72, 0, -1926.92462557988
15681, 59, 0, -711.747538919934
15682, 57, 0, -769.034676216952
15683, 47, 0, -264.022818523351
15684, 47, 0, -108.297637700746
15685, 32, 0, -38.4204159246119
15686, 109, -2, -941.092049916528
15686, 111, 0, -994.928403944539
15686, 110, -1, -968.010226930533
15688, 48, 0, -278.92141776122
15710, 39, -1, -1545.82563855414
15710, 40, 0, -1582.20109830579
15710, 38, -2, -1527.28203678282
15713, 61, 1, -228.704159708504
15713, 58, -2, -156.32420390918
15713, 59, -1, -174.867805680494
15713, 60, 0, -201.785982694499
15714, 54, 0, 430.767059100511
15715, 56, 0, 437.734205527157
15716, 56, 0, 529.945765729606
15740, 57, 0, 1128.929260797
15752, 107, 0, -1003.71697253744
15752, 108, 1, -1022.26057430875
15753, 30, 0, -413.584672597547
15755, 49, 0, -518.030589368809
15756, 61, 0, -734.85834523011
15757, 59, 0, 1135.89640722365
15761, 75, 0, -1292.54461910302
15768, 19, 0, -872.412447417825
15769, 7, 0, -256.681288880807
15770, 7, 0, -64.1978120241841
15771, 7, 0, -268.962546198637
15772, 17, 0, -724.93485054039
15809, 3, 0, -391.958827853681
15809, 2, -1, -365.040650839676
15818, 28, 0, -317.381282566467
15823, 40, 0, -705.349438548409
15842, 44, -1, -376.038795910544
15842, 45, 0, -402.956972924549
15844, 88, 0, -1591.72032705289
15846, 39, 0, -541.710603975372
15847, 82, 0, -1970.73302249135
15847, 81, -1, -1943.81484547735
15857, 60, 0, 1113.19058026624
15858, 56, 0, 1283.67940781784
15859, 58, 0, 588.144826435187
15860, 56, 0, 673.389240210989
15861, 68, 0, -72.5922120810186
15867, 54, 0, 1368.92382159364
15870, 58, 0, 1035.82251887132
15874, 56, 0, 1121.06693264713
15877, 58, 0, 1178.35406994414
15878, 60, 0, 930.49718099763
15879, 58, 0, 1015.74159477343
15881, 60, 0, 1073.02873207045
15882, 46, 0, -103.863373365804
15883, 48, 0, -145.935780291006
15884, 58, 0, 958.779261780983
15885, 56, 0, 844.529791491516
15886, 60, 0, 1093.10965616834
15887, 62, 0, 845.252767221828
15888, 64, 0, 902.539904518846
15892, 60, 0, 950.578105095523
15895, 62, 0, 1007.86524239254
15898, 58, 0, 1035.82251887132
15900, 60, 0, 1093.10965616834
15902, 62, 0, 845.252767221828
15903, 58, 0, 978.860185878876
15905, 60, 0, 731.003296932362
15907, 58, 0, 755.923737319421
15908, 52, 0, 1121.17107724103
15910, 54, 0, 1041.09309917875
15911, 54, 0, 873.31418829452
15914, 64, 0, 212.577149778315
15919, 56, 0, 367.549034659378
15923, 12, 0, -914.231457733719
15924, 12, -1, -1791.85295337167
15924, 11, -2, -1755.47749362002
15926, 12, -1, -1791.85295337167
15926, 11, -2, -1755.47749362002
15928, 54, 0, 506.882243763492
15930, 11, -1, -1122.69888022672
15930, 12, 0, -1149.61705724073
15932, 56, 0, 219.234396817964
15933, 56, 0, 515.863672500792
15935, 70, 0, 125.426089401226
15937, 70, 0, -22.8885484401881
15940, 66, 0, 10.8518148071904
15941, 66, 0, -137.462823034223
15942, 64, 0, 1.87038606989021
15943, 48, 0, 958.66274666423
15952, 86, 0, -508.23358696576
15954, 90, 0, -494.299294112466
15955, 94, 0, -480.365001259173
15956, 90, 0, -642.61393195388
15957, 94, 0, -628.679639100587
15958, 98, 0, -614.745346247293
15959, 124, 0, -1376.9226111705
15963, 128, 0, -1362.9883183172
15964, 132, 0, -1349.05402546391
15965, 54, 0, 379.342594208263
15966, 54, 0, 379.342594208263
15967, 52, 0, 518.675803312377
15968, 54, 0, 231.02795636685
15969, 76, 0, -1229.77932976968
15970, 30, 0, -1146.16513110848
15980, 44, 0, -166.745534475839
15981, 56, 0, 233.027202711728
15982, 80, 0, -529.1350262457
15983, 80, 0, -677.449664087114
15984, 104, 0, -1446.59407543696
15986, 14, 0, -386.742335437446
15987, 11, 0, -415.988791728056
15987, 10, -1, -389.070614714051
15988, 35, -1, -568.316806863964
15988, 36, 0, -595.234983877969
15989, 34, -3, -1409.56284275026
15989, 36, -1, -1472.85647951592
15989, 35, -2, -1436.48101976427
15990, 12, -5, -5730.18228422815
15990, 8, -9, -5584.68044522153
15990, 10, -7, -5657.43136472484
15990, 11, -6, -5693.80682447649
15990, 9, -8, -5621.05590497319
15990, 7, -10, -5548.30498546988
15991, 12, -5, -5730.18228422815
15991, 8, -9, -5584.68044522153
15991, 10, -7, -5657.43136472484
15991, 11, -6, -5693.80682447649
15991, 9, -8, -5621.05590497319
15991, 7, -10, -5548.30498546988
16014, 12, 0, 264.78624470257
16015, 14, 0, 17.3706906843536
16038, 12, 0, 304.522435629159
16141, 24, 0, -92.0368438340036
16142, 24, 0, -58.3205353193237
16143, 26, 0, -357.900138426259
16144, 48, 0, 716.47510609879
16145, 42, 0, 972.208347426195
16146, 39, -1, 640.983287827521
16146, 40, 0, 614.065110813516
16147, 50, 0, -56.9180201422118
16148, 78, 0, -116.555367989329
16149, 7, -1, -597.058031080175
16149, 8, 0, -623.97620809418
16149, 6, -2, -570.139854066169
16150, 14, 0, 61.838493987141
16151, 12, 0, -198.364632591224
16152, 6, 0, -255.76078285286
16159, 7, -1, -803.270361086017
16159, 8, 0, -830.188538100022
16159, 6, -2, -776.352184072011
16162, 64, 0, 181.360997285566
16163, 62, 0, 266.605411061368
16164, 66, 0, 280.539703914661
16165, 64, 0, 365.784117690463
16166, 68, 0, 379.718410543756
16167, 72, 0, 393.65270339705
16168, 70, 0, 478.897117172851
16169, 66, 0, 464.962824319558
16170, 70, 0, 294.473996767955
16171, 74, 0, 308.408289621248
16172, 72, 0, 393.65270339705
16173, 68, 0, 379.718410543756
16179, 68, 0, 195.29529013886
16180, 70, 0, 110.050876363058
16184, 34, 0, 213.980704558868
16185, 36, 0, 313.159411187963
16186, 8, -1, -1611.77797794616
16186, 7, -2, -1575.4025181945
16187, 16, 0, -697.981666443253
16190, 14, 0, -353.883723164687
16203, 12, 0, -112.049971246444
16204, 10, 0, 57.2027935128332
16205, 12, 0, -42.1455722228258
16206, 10, 0, 57.2027935128332
16207, 8, 0, 533.150121668229
16208, 12, 0, 114.489930809851
16209, 10, 0, -375.607101408144
16209, 9, -1, -348.688924394139
16209, 8, -2, -321.770747380134
16210, 10, 0, -287.438515907536
16210, 9, -1, -260.52033889353
16212, 7, -1, -252.416721659806
16212, 8, 0, -279.334898673811
16213, 8, 0, -83.883989310383
16214, 7, -1, -597.058031080175
16214, 8, 0, -623.97620809418
16214, 6, -2, -570.139854066169
16215, 7, -1, -828.111577629346
16215, 8, 0, -855.029754643351
16215, 6, -2, -801.19340061534
16216, 68, 0, -188.621714331305
16217, 70, 0, -231.897811752035
16218, 68, 0, 10.8721697339629
16225, 16, 0, -549.66702860184
16227, 12, 0, -693.423143587521
16228, 12, 0, -693.423143587521
16232, 12, 0, -467.620956794744
16233, 12, 0, -615.935594636158
16235, 7, 0, -465.6537212211
16235, 6, -1, -438.735544207095
16245, 10, 0, -1100.34718544054
16245, 9, -1, -1073.42900842653
16256, 42, 0, 89.3333637222575
16257, 44, 0, -153.436617763741
16263, 10, 0, -491.257578635332
16263, 9, -1, -464.339401621327
16264, 10, 0, -687.489504888803
16264, 9, -1, -660.571327874798
16264, 8, -2, -633.653150860793
16267, 5, -1, -705.380556263246
16267, 6, 0, -732.298733277252
16268, 40, 0, -526.487128861515
16270, 56, 0, 929.367209848911
16271, 66, 0, 268.630171332706
16272, 10, 0, -635.564643577
16272, 9, -1, -608.646466562995
16273, 44, 0, -429.753039161263
16274, 56, 0, 643.40332205602
16275, 76, 0, -366.620393331183
16276, 56, 0, 374.35965816072
16277, 58, 0, 978.860185878876
16278, 60, 0, 674.040963939913
16279, 58, 0, 531.182493442738
16280, 58, 0, 554.732907199557
16281, 7, 0, 165.884853419972
16281, 6, -1, 213.704853419986
16282, 56, 0, -56.6198905786779
16284, 56, 0, -204.934528420092
16287, 14, 0, -701.219139614097
16291, 58, 0, 303.079609169762
16297, 27, 0, -1245.9985010404
16297, 26, -1, -1219.08032402639
16300, 27, -1, 87.7119836596359
16300, 28, 0, 60.7938066456307
16308, 18, -2, -541.049195826323
16308, 19, -1, -567.967372840329
16308, 20, 0, -594.885549854334
16309, 19, -1, -316.279445250063
16309, 20, 0, -343.197622264068
16310, 10, 0, -26.8572642112696
16311, 19, -1, -316.279445250063
16311, 20, 0, -343.197622264068
16316, 29, -1, -155.057997826362
16316, 30, 0, -181.976174840368
16317, 18, 0, -500.943550801261
16317, 17, -1, -474.025373787256
16318, 20, 0, -453.902505943765
16319, 27, -1, -17.6932062925975
16319, 28, 0, -44.6113833066026
16320, 27, -1, -17.6932062925975
16320, 28, 0, -44.6113833066026
16322, 15, -1, -422.425298305805
16322, 16, 0, -449.34347531981
16323, 14, 0, 79.2885888444723
16324, 27, -1, -29.6359563247635
16324, 28, 0, -56.5541333387686
16325, 27, -1, -289.878335849257
16325, 28, 0, -316.796512863262
16326, 29, -1, -155.057997826362
16326, 30, 0, -181.976174840368
